Category,Message
non_spam,"Al he does is moan at me if n e thin goes wrong its my fault&al de arguments r my fault&fed up of him of himso y bother? Hav 2go, thanx.xx"
non_spam,NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;
non_spam,Otherwise had part time job na-tuition..
non_spam,I know she called me
non_spam,"Me also da, i feel yesterday night  wait til 2day night dear."
non_spam,Thanks for understanding. I've been trying to tell sura that.
spam,WIN a year supply of CDs 4 a store of ur choice worth £500 & enter our £100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3
non_spam,The whole car appreciated the last two! Dad and are having a map reading semi argument but apart from that things are going ok. P.
spam,"As a SIM subscriber, you are selected to receive a Bonus! Get it delivered to your door, Txt the word OK to No: 88600 to claim. 150p/msg, EXP. 30Apr"
non_spam,I need you to be in my strong arms...
non_spam,Also maaaan are you missing out
non_spam,His bday real is in april .
non_spam,Guessin you ain't gonna be here before 9?
non_spam,Ok then i will come to ur home after half an hour
non_spam,"Yo, the game almost over? Want to go to walmart soon"
non_spam,"Yeah, probably but not sure. Ilol let u know, but personally I wuldnt bother, then again if ur goin to then I mite as well!!"
non_spam,I'll text now! All creepy like so he won't think that we forgot
non_spam,"that would be good … I'll phone you tomo lunchtime, shall I, to organise something?"
spam,You have 1 new voicemail. Please call 08719181513.
non_spam,"Damn, can you make it tonight or do you want to just wait til tomorrow"
non_spam,K..k..i'm also fine:)when will you complete the course?
non_spam,"True. It is passable. And if you get a high score and apply for phd, you get 5years of salary. So it makes life easier."
spam,No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info
non_spam,Prakesh is there know.
non_spam,Teach me apps da. When you come to college.
non_spam,Rofl betta invest in some  anti aging products
spam,You are a winner U have been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810
non_spam,"sir, you will receive the account no another 1hr time. Sorry for the delay."
spam,Reply with your name and address and YOU WILL RECEIVE BY POST a weeks completely free accommodation at various global locations www.phb1.com ph:08700435505150p
non_spam,So ü'll be submitting da project tmr rite?
spam,FREE entry into our £250 weekly comp just send the word ENTER to 84128 NOW. 18 T&C www.textcomp.com cust care 08712405020.
non_spam,Jus ans me lar. U'll noe later.
non_spam,I want to send something that can sell fast.  &lt;#&gt; k is not easy money.
non_spam,have got * few things to do. may be in * pub later.
non_spam,1's finish meeting call me.
non_spam,Lol ok. I'll snatch her purse too.
non_spam,Hello-/@drivby-:0quit edrunk sorry iff pthis makes no senrd-dnot no how ^ dancce 2 drum n basq!ihave fun 2nhite x ros xxxxxxx
non_spam,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..
non_spam,How much are we getting?
non_spam,Is ur paper in e morn or aft tmr?
non_spam,"Dear relieved of westonzoyland, all going to plan this end too!"
non_spam,Hope you are having a great new semester. Do wish you the very best. You are made for greatness.
non_spam,Oh yes I can speak txt 2 u no! Hmm. Did u get  email?
non_spam,"I want to show you the world, princess :) how about europe?"
non_spam,Nobody can decide where to eat and dad wants Chinese
non_spam,No shoot me. I'm in the docs waiting room. :/
non_spam,Now? I'm going out 4 dinner soon..
non_spam,Hello which the site to download songs its urgent pls
non_spam,"I do know what u mean,  is the king of not havin credit! I'm goin2bed now. Night night sweet! Only1more sleep!"
non_spam,Horrible gal. Me in sch doing some stuff. How come u got mc?
non_spam,"HI HUN! IM NOT COMIN 2NITE-TELL EVERY1 IM SORRY 4 ME, HOPE U AVA GOODTIME!OLI RANG MELNITE IFINK IT MITE B SORTED,BUT IL EXPLAIN EVERYTHIN ON MON.L8RS.x"
non_spam,"I call you later, don't have network. If urgnt, sms me."
non_spam,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear
spam,Please CALL 08712402779 immediately as there is an urgent message waiting for you
non_spam,Yeah like if it goes like it did with my friends imma flip my shit in like half an hour
non_spam,Mum say we wan to go then go... Then she can shun bian watch da glass exhibition...
non_spam,What your plan for pongal?
non_spam,Just wait till end of march when el nino gets himself. Oh.
non_spam,"Not yet chikku..going to room nw, i'm in bus.."
non_spam,Am also doing in cbe only. But have to pay.
non_spam,Honey boo I'm missing u.
non_spam,"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us"
non_spam,"Yo, I'm at my parents' gettin cash. Good news: we picked up a downstem"
non_spam,"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy!"
spam,"Hungry gay guys feeling hungry and up 4 it, now. Call 08718730555 just 10p/min. To stop texts call 08712460324 (10p/min)"
non_spam,Ok. No wahala. Just remember that a friend in need ...
non_spam,I will see in half an hour
non_spam,"Im in inperialmusic listening2the weirdest track ever byleafcutter john-sounds like insects being molested&someone plumbing,remixed by evil men on acid!"
non_spam,"Hey sorry I didntgive ya a a bellearlier hunny,just been in bedbut mite go 2 thepub l8tr if uwana mt up?loads a luv Jenxxx."
non_spam,SERIOUSLY. TELL HER THOSE EXACT WORDS RIGHT NOW.
spam,Can U get 2 phone NOW? I wanna chat 2 set up meet Call me NOW on 09096102316 U can cum here 2moro Luv JANE xx Calls£1/minmoremobsEMSPOBox45PO139WA
non_spam,"Tee hee. Off to lecture, cheery bye bye."
non_spam,"Sorry chikku, my cell got some problem thts y i was nt able to reply u or msg u.."
non_spam,If you still havent collected the dough pls let me know so i can go to the place i sent it to get the control number
non_spam,Ok...
spam,network operator. The service is free. For T & C's visit 80488.biz
non_spam,Let me know how to contact you. I've you settled in a room. Lets know you are ok.
non_spam,Wot u up 2 u weirdo?
non_spam,Can do lor...
non_spam,Dont put your phone on silent mode ok
non_spam,Can i meet ü at 5.. As 4 where depends on where ü wan 2 in lor..
non_spam,Waiting 4 my tv show 2 start lor... U leh still busy doing ur report?
non_spam,Oh ho. Is this the first time u use these type of words
non_spam,Am I the only one who doesn't stalk profiles?
non_spam,"Ever green quote ever told by Jerry in cartoon ""A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It...!..!! :-) :-) gud nyt"
non_spam,Yes i thought so. Thanks.
non_spam,But if she.s drinkin i'm ok.
non_spam,"Just wondering, the others just took off"
non_spam,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng"
non_spam,"What do you do, my dog ? Must I always wait till the end of your day to have word from you ? Did you run out of time on your cell already?"
non_spam,Happy new year to u too!
non_spam,"Hey...Great deal...Farm tour 9am to 5pm $95/pax, $50 deposit by 16 May"
non_spam,Eat jap done oso aft ur lect wat... Ü got lect at 12 rite...
non_spam,"Hey babe! I saw you came online for a second and then you disappeared, what happened ?"
non_spam,Da my birthdate in certificate is in april but real date is today. But dont publish it. I shall give you a special treat if you keep the secret. Any way thanks for the wishes
non_spam,Happy birthday... May all ur dreams come true...
non_spam,Aiyah u did ok already lar. E nydc at wheellock?
non_spam,TELL HER I SAID EAT SHIT.
non_spam,Sure! I am driving but will reach my destination soon.
non_spam,"K so am I, how much for an 8th? Fifty?"
non_spam,Your daily text from me – a favour this time
non_spam,Great to hear you are settling well. So what's happenin wit ola?
non_spam,Those cocksuckers. If it makes you feel better ipads are worthless garbage novelty items and you should feel bad for even wanting one
non_spam,I tot u reach liao. He said t-shirt.
non_spam,"FRAN I DECIDED 2 GO N E WAY IM COMPLETELY BROKE AN KNACKERED I GOT UP BOUT 3 C U 2MRW LOVE JANX P.S THIS IS MY DADS FONE, -NO CREDIT"
non_spam,I cant pick the phone right now. Pls send a message
non_spam,Your right! I'll make the appointment right now.
non_spam,Designation is software developer and may be she get chennai:)
spam,Enjoy the jamster videosound gold club with your credits for 2 new videosounds+2 logos+musicnews! get more fun from jamster.co.uk! 16+only Help? call: 09701213186
spam,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply"
non_spam,I jokin oni lar.. Ü busy then i wun disturb ü.
non_spam,"Ok, be careful ! Don't text and drive !"
non_spam,"I.ll always be there, even if its just in spirit. I.ll get a bb soon. Just trying to be sure i need it."
non_spam,U r too much close to my heart. If u go away i will be shattered. Plz stay with me.
non_spam,I love u 2 babe! R u sure everything is alrite. Is he being an idiot? Txt bak girlie
non_spam,How abt making some of the pics bigger?
non_spam,Got but got 2 colours lor. One colour is quite light n e other is darker lor. Actually i'm done she's styling my hair now.
non_spam,"Whenevr ur sad, Whenevr ur gray, Remembr im here 2 listn 2 watevr u wanna say, Jus walk wid me a little while,&amp; I promise I'll bring back ur smile.:-)"
non_spam,Why nothing. Ok anyway give me treat
spam,"Win the newest “Harry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!"
non_spam,Ok...
non_spam,Correct. So how was work today
non_spam,"Just sent again. Do you scream and moan in bed, princess?"
non_spam,"I wake up long ago already... Dunno, what other thing?"
non_spam,Oh just getting even with u.... u?
non_spam,I thk 50 shd be ok he said plus minus 10.. Did ü leave a line in between paragraphs?
non_spam,Can you call me plz. Your number shows out of coveragd area. I have urgnt call in vasai &amp; have to reach before 4'o clock so call me plz
non_spam,Yeah jay's sort of a fucking retard
non_spam,"Sorry, was in the bathroom, sup"
spam,Ur balance is now £500. Ur next question is: Who sang 'Uptown Girl' in the 80's ? 2 answer txt ur ANSWER to 83600. Good luck!
non_spam,My exam is for february 4. Wish you a great day.
non_spam,I dont know what to do to come out of this so only am ask questions like this dont mistake me.
non_spam,"Aight no rush, I'll ask jay"
non_spam,Good Morning plz call me sir
non_spam,It's ok lar. U sleep early too... Nite...
non_spam,"Oh... Icic... K lor, den meet other day..."
non_spam,"Oh ! A half hour is much longer in Syria than Canada, eh ? Wow you must get SO much more work done in a day than us with all that extra time ! *grins*"
non_spam,"Sometimes we put walls around our hearts,not just to be safe from getting hurt.. But to find out who cares enough to break the walls &amp; get closer.. GOODNOON:)"
non_spam,"Sweet, we may or may not go to 4U to meet carlos so gauge patty's interest in that"
non_spam,Then she buying today? Ü no need to c meh...
